id,title,comb_feat
12620,The House Bunny,Romance Comedy virgin nudity college costume yoga bikini party playboy jail sorority pregnancy model car wash fraternity pledge Columbia Pictures Happy Madison Productions Relativity Media Alta Loma Entertainment 5.6
14177,Beauty Shop,Comedy Romance Metro-Goldwyn-Mayer (MGM) 5.4
198185,Million Dollar Arm,Drama baseball sport duringcreditsstinger Walt Disney Pictures 6.6
227156,The Giver,Drama Science Fiction dystopia black and white based on young adult novel The Weinstein Company Walden Media Tonik Productions Asis Productions 6.4
10735,What a Girl Wants,Comedy london england england daughter politician teenage girl father daughter relationship american abroad teen comedy woman director DiNovi Pictures Gerber Pictures Gaylord Films Warner Bros. Sloane Square Films HSI Tomorrow Film 5.8
11351,Jeepers Creepers 2,Horror Thriller father son relationship scarecrow peasant farm immortality mythical creature father United Artists American Zoetrope Myriad Pictures Jeepers Creepers II 5.5
10030,Good Luck Chuck,Comedy Drama Romance sex aquarium nudity one-night stand bride man-woman relation love curse wedding dentist based on short story duringcreditsstinger Lionsgate Karz Entertainment 5.5
10623,Cradle 2 the Grave,Action Crime Drama robbery diamant intelligence bank robber thief bank robbery financial transactions hoodlum Silver Pictures Warner Bros. 5.8
590,The Hours,Drama london england suicide gay poetry aids drowning depression home way of life self-destruction province literature empowerment country life family's daily life sense of life homelessness leaving one's family delusion Paramount Pictures Miramax Films Scott Rudin Productions 7.0
9655,She's the Man,Comedy Drama Family Romance roommate twin sister sport boarding school twin brother mistaken identity soccer teenager teen comedy tomboy fake identity disguised voice the big game DreamWorks SKG Lakeshore Entertainment 6.4
1268,Mr. Bean's Holiday,Family Comedy holiday france film director chaos clumsy fellow to drop brick aftercreditsstinger Tiger Aspect Productions Working Title Films 6.1
11237,Anacondas: The Hunt for the Blood Orchid,Adventure Action Horror Science Fiction Thriller snake expedition traitor research orchid jungle animal horror Screen Gems Middle Fork Productions 4.9
190955,Blood Ties,Thriller Crime Drama Wild Bunch LGM Productions Les Productions du Trésor Mars Distribution Canal+ France Télévision Worldview Entertainment Ciné+ M6 France 3 Cinema Caneo Films Grisbi Productions France 4 W9 Chi-Fou-Mi Productions Treasure Company 6.0
5123,August Rush,Drama date loss of son love at first sight child labour guitar loss of child lover (female) love of one's life harmonica lie choir church choir rock star cello forbidden love music lover organ kiss affection music concert tenderness motherly love children's home death of a child orphanage secret love crush children falling in love relationship woman director piano Warner Bros. CJ Entertainment Southpaw Entertainment 7.1
4518,Elizabeth,Drama History duke historical figure treason catholic protestant Channel Four Films PolyGram Filmed Entertainment Working Title Films 7.1
11932,Bride of Chucky,Horror Comedy route 66 puppet evil doll killer doll killer toys toy comes to life chucky Universal Pictures Midwinter Productions Inc. 5.5
11165,Tora! Tora! Tora!,History Action Drama Adventure War japan world war ii pearl harbor soldier imperial japan Twentieth Century Fox Film Corporation 6.9
6116,Spice World,Adventure Fantasy Drama Comedy Music pop pop culture pop star Columbia Pictures Corporation 4.7
57431,The Sitter,Comedy babysitter duringcreditsstinger Twentieth Century Fox Film Corporation Michael De Luca Productions Rough House Pictures 5.4
21724,Dance Flick,Action Comedy Music rap music hip-hop Paramount Pictures MTV Films Wayans Bros. Entertainment 4.7
278,The Shawshank Redemption,Drama Crime prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s Castle Rock Entertainment 8.5
9290,Crocodile Dundee in Los Angeles,Adventure Comedy crocodile traffic jam los angeles stolen painting Bungalow Productions Silver Lion Films Vision View Entertainment 4.7
11543,Kingpin,"Comedy sport handicap sexual favor star spangled banner bowling team hair loss biblical interpretation comb over female stripper inflatable doll combover unlikely lovers kingpin carriage lancaster, pa Motion Picture Corporation of America Metro-Goldwyn-Mayer (MGM) 6.7"
284536,The Gambler,Thriller Crime Drama gambling gun professor beating gambler loan shark Paramount Pictures Closest to the Hole Productions Leverage Entertainment Chartoff-Winkler Productions 5.7
152737,August: Osage County,Comedy Drama suicide drug addiction funeral dysfunctional family based on play midwest southern bleak comedy mental disorders Jean Doumanian Productions Smokehouse Pictures 6.9
13374,Ice Princess,Drama Comedy Family sport figure skating teenage girl teen movie teenager Walt Disney Pictures Bridget Johnson Films Skate Away Productions 5.9
8976,A Lot Like Love,Comedy new york shyness career flight romantic comedy travel male female relationship los angeles Mile High Productions Kevin Messick Productions Touchstone Pictures Beacon Pictures 6.5
319888,Eddie the Eagle,Comedy Drama History underdog olympic games ski jump biography sport based on true story britain skiing feel good Studio Babelsberg Twentieth Century Fox Film Corporation Marv Films Saville Productions 7.2
9469,He Got Game,Drama prison father son relationship homicide begnadigung release from prison forgiveness college basketball independent film 40 Acres & A Mule Filmworks Touchstone Pictures 6.7
1909,Don Juan DeMarco,Romance Drama Comedy sex addiction love mental institution patient psychiatrist don juan New Line Cinema American Zoetrope 6.2
22971,Dear John,Drama Romance War based on novel army love u.s. soldier Screen Gems 6.6
34813,The Losers,Action Adventure Crime Mystery Thriller hospital black ops reference to macgyver sucked into jet engine DC Comics Weed Road Pictures Dark Castle Entertainment Warner Bros. DC Entertainment 6.2
46261,Don't Be Afraid of the Dark,Fantasy Horror Thriller monster remake creature bathtub teeth old house scary little people Miramax Films Gran Via Productions FilmDistrict Necropia Tequila Gang 5.4
10431,War,Action Thriller Crime fbi revenge fbi agent Mosaic Media Group Current Entertainment Lionsgate Fierce Entertainment Province of British Columbia Production Services Tax Credit Rogue Films 6.0
8051,Punch-Drunk Love,Comedy Drama Romance shyness brother sister relationship business man Columbia Pictures New Line Cinema Ghoulardi Film Company 6.9
9352,EuroTrip,Comedy paris berlin alcohol sex nudity adventure pen pals travel nudism marijuana teenager duringcreditsstinger DreamWorks SKG The Montecito Picture Company Blue Sea Productions 6.5
10167,Half Past Dead,Crime Action Thriller resistance undercover alcatraz stolen money Franchise Pictures Screen Gems 4.6
18147,Unaccompanied Minors,Comedy Family holiday 5.4
17170,"Bright Lights, Big City",Drama magazine writer drug fashion show United Artists Mirage Enterprises CST Telecommunications Star Partners 4.7
18975,The Adventures of Pinocchio,Animation Family Fantasy italy father son relationship pinocchio love school crime having fun poor people boys New Line Cinema The Kushner-Locke Company Savoy Pictures 5.0
15487,The Greatest Game Ever Played,Drama Family sport Walt Disney Pictures 6.9
22825,The Box,Thriller Science Fiction experiment homicide key sacrifice research test decision police control stalker murder alien gift conspiracy money scientist violence button stranger box Media Rights Capital Lin Pictures Warner Bros. Darko Entertainment Radar Pictures 5.4
11152,The Ruins,Drama Horror maya civilization carnivorous plant cancún ruins Spyglass Entertainment Pacific Film and Television Commission DreamWorks Pictures Red Hour Films Internationale Filmproduktion Prometheus 5.6
1831,The Next Best Thing,Comedy gay parents kids relationship custody battle flush yoga single best friend los angeles single father co-parenting Paramount Pictures Lakeshore Entertainment 4.3
43931,My Soul to Take,Drama Horror Mystery Thriller soul serial killer slasher teenager 3d Relativity Media Rogue 5.2
10591,The Girl Next Door,Comedy porn actor pornographic video high school school party blonde girl next door Regency Enterprises Epsilon Motion Pictures New Regency Pictures Daybreak 6.3
10861,Maximum Risk,Action Adventure Thriller mistake in person dying and death twin brother russian mafia Columbia Pictures 5.2
12770,Stealing Harvard,Action Comedy Drama robbery fool studies house uncle independent film money Columbia Pictures Imagine Entertainment Revolution Studios 4.4
276907,Legend,Crime Thriller biography based on true story gangster twins Working Title Films Cross Creek Pictures Anton Capital Entertainment (ACE) 6.7
10074,Hot Rod,Action Comedy stuntman step father swimming pool aftercreditsstinger Paramount Pictures 6.3
65055,Shark Night,Horror Thriller shark attack louisiana dirty cop shark aftercreditsstinger Incentive Filmed Entertainment 4.9
10397,Angela's Ashes,Drama emigration irish-american hunger socially deprived family famine alcoholism brooklyn new york city Paramount Pictures Universal Pictures 7.0
200505,Draft Day,Drama sport duringcreditsstinger Summit Entertainment Lionsgate 6.5
11954,Lifeforce,Fantasy Horror Science Fiction Thriller space marine vampire flying saucer comet alien halley's comet TriStar Pictures Golan-Globus Easedram 6.2
60309,The Conspirator,Crime Drama History president history conspiracy lawyer trial boarding house military tribunal historical union private club Wildwood Enterprises American Film Company 6.2
9787,Lords of Dogtown,Drama skateboarding success independent film woman director Columbia Pictures TriStar Pictures 7.0
293646,The 33,Drama History mining chile based on true story survival woman director mining accident Alcon Entertainment Phoenix Pictures Fabula Half Circle 6.0
6978,Big Trouble in Little China,Action Adventure Comedy Fantasy kung fu chinatown magic mystery Twentieth Century Fox Film Corporation TAFT Entertainment Pictures 7.1
133698,Fly Me to the Moon,Comedy Romance TF1 Films Production Quad Productions 5.6
59440,Warrior,Action Drama bank training beating mixed martial arts teacher muscleman combat alcoholic gym exercise Solaris Film Lionsgate Mimran Schur Pictures Filmtribe 7.7
1770,Michael Collins,Drama Thriller civil war fight presidential election freedom fighter chinese civil war ireland Geffen Pictures Warner Bros. 6.7
10655,Gettysburg,War Drama History civil war independence troops army battle union soldier confederate soldier american civil war TriStar Television Esparza / Katz Productions 6.6
8988,Stop-Loss,Drama War post traumatic stress  disorder iraq war veteran u.s. soldier woman director Paramount Pictures Scott Rudin Productions MTV Films Peirce Pictures 6.1
15992,Abandon,Drama Mystery Thriller alcohol detective dancer nightmare college job party elite suspense drug boyfriend thesis pressure Paramount Pictures Spyglass Entertainment Touchstone Pictures 4.6
17707,Brokedown Palace,Drama Thriller holiday prison thailand drug injustice Twentieth Century Fox Film Corporation Fox 2000 Pictures Adam Fields Productions Two Girls Productions 6.2
77883,The Possession,Horror Thriller Ghost House Pictures North Box Productions 5.8
40001,Mrs. Winterbourne,Comedy Romance Drama role reversal mistaken identity train wreck TriStar Pictures 5.3
64639,Straw Dogs,Drama Thriller southern usa rape bar wife husband relationship barn machismo rifle home invasion Battleplan Productions 5.5
9903,The Hoax,Comedy Drama flying 1970s false identity biography Miramax Films The Mark Gordon Company Yari Film Group Bob Yari Productions 6.4
21338,Stone Cold,Action Crime Thriller undercover fbi biker cop motorcycle gang Stone Group Pictures Vision International 5.7
20766,The Road,Adventure Drama post-apocalyptic dystopia paternity duringcreditsstinger 2929 Productions Dimension Films Nick Wechsler Productions Chockstone Pictures 6.8
24264,Sheena,Action Adventure Comedy Fantasy Science Fiction africa mercenary adventure female hero jungle girl Columbia Pictures Corporation Delphi II Productions Colgems Productions Ltd. 5.0
19803,Underclassman,Action Comedy police high school undercover cop Miramax Films 5.5
20309,Say It Isn't So,Comedy Romance Twentieth Century Fox Film Corporation Conundrum Entertainment Say It Isn't So Productions 4.8
9912,The World's Fastest Indian,Drama new zealand utah life's dream independent film motorcycle motorcycle racing trailer mortgage New Zealand Film Commission 2929 Productions OLC / Rights Entertainment Tanlay New Zealand Film Production Fund 3 Dogs and a Pony Park Road Post WFI Productions Ltd. 7.3
9067,Tank Girl,Action Comedy Fantasy Science Fiction destroy dystopia reincarnation desert artial arts woman director Trilogy Entertainment Group 5.5
27360,King's Ransom,Comedy Crime caper action 5.1
8338,Blindness,Drama Mystery Science Fiction Thriller fight blindness and impaired vision asylum leader society eye specialist uprising doomsday plague Rhombus Media O2 Filmes Téléfilm Canada Bee Vine Pictures Alliance Films Asmik Ace Entertainment GAGA Fox Filmes do Brasil Ancine BNDES Cinema Investment Corus Entertainment Movie Central Network 6.4
168705,BloodRayne,Action Adventure Fantasy Horror vampire vampire hunter based on video game romania Boll KG 3.5
72113,Carnage,Comedy Drama flat mobile phone hamster insult dark comedy writer tulips meeting puke pants liberal Wild Bunch Zanagar Films Canal+ Constantin Film Produktion CinéCinéma Versátil Cinema SBS Productions Polski Instytut Sztuki Filmowej France Télévisions France 2 Cinéma SPI Film Studio 7.0
9729,Where the Truth Lies,Drama Mystery Thriller sex journalist journalism 1970s entertainer one-night stand extramarital affair sex party Serendipity Point Films 5.9
94352,Cirque du Soleil: Worlds Away,Fantasy Family clown music mimes cirque du soleil carnies aerialist Reel FX Creative Studios 6.1
22256,Without Limits,Drama running olympic games sport athlete Cruise/Wagner Productions Warner Bros. 6.2
12404,Me and Orson Welles,Comedy Drama Romance new york based on novel historical figure theater 1930s Isle of Man Film Freestyle Releasing CinemaNX 6.6
152742,The Best Offer,Drama Romance Crime Mystery painting auctioneer confidence game fine art honey pot Paco Cinematografica Warner Bros. Regione Lazio Business Location Sudtirol Alto Adige Friuli Venezia Giulia Film Commission UniCredit Group 7.7
11699,The Bad Lieutenant: Port of Call - New Orleans,Drama Crime police brutality organized crime policeman illegal drugs murder investigation corrupt cop Saturn Films Nu Image Films Edward R. Pressman Film Millennium Films Polsky Films Osiris Productions Lieutenant Productions 6.0
49953,A Turtle's Tale: Sammy's Adventures,Animation Family global warming sea turtle 3d Motion Investment Group nWave Pictures Illuminata Pictures 5.6
48034,Little White Lies,Comedy Drama american football country house motorboat male female relationship thirty something beach house organic food weasel group of friends reprimand declaration of love parent child relationship texting low tide forced interrupted vacation osteopath lovesick M6 Films Les Productions du Trésor EuropaCorp 7.1
39845,Love Ranch,Drama independent film Capitol Films Rising Star 6.0
25353,The True Story of Puss 'n Boots,Family Adventure Animation cat surrealism cartoon cat Herold and Family 3.8
36696,Space Dogs,Family Animation russia space mission space outer space dog CN Film 6.3
109091,The Counselor,Thriller Crime Drama poetry lawyer drug smuggling drug trafficking red dress Ingenious Media Fox 2000 Pictures Scott Free Productions Kanzaman Nick Wechsler Productions Big Screen Productions Chockstone Pictures Translux TSG Entertainment 5.0
38543,Ironclad,Romance Adventure Action History ambush hero fight castle battlefield duel king order of the templars Rising Star Premiere Picture Mythic International Entertainment Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I) Wales Creative IP Fund Silver Reel Perpetual Media Capital Molinare Investment VIP 4 Medienfonds ContentFilm International 6.2
33157,Waterloo,History Action Drama biography napoleon bonaparte waterloo Paramount Pictures Dino de Laurentiis Cinematografica Mosfilm 7.0
290864,Kung Fu Jungle,Crime Action Thriller martial arts kung fu serial killer Emperor Motion Pictures Heart & Soul Production Beijing Silver Moon Productions 6.5
242166,Red Sky,Action Thriller love triangle middle east fight kidnapping missile pilot honor betrayal mission conspiracy attack explosion combat jet military rogue squad wmd dog fight Aldamisa Entertainment MVP Films Invest Capital Film Group Live Screen Pictures 4.1
859,Dangerous Liaisons,Drama Romance lovesickness sexuality cheating cynic ladykiller fiancé arranged marriage passion seduction love letter boredom courtly life french revolution lover plan praise gender roles Lorimar Film Entertainment Warner Bros. NFH Productions 7.0
83770,On the Road,Adventure Drama based on novel cemetery narration nudity funeral song friendship road trip marijuana snow cigarette smoking writer photograph on the road sex scene typewriter voice over suicide thoughts road movie denver colorado kerouac American Zoetrope France 2 Cinéma VideoFilmes Vanguard Films Canal+ SPAD Films MK2 Productions Film4 Ciné+ France Télévisions Nomadic Pictures Kramer & Sigman Films Jerry Leider Company 5.5
168,Star Trek IV: The Voyage Home,Science Fiction Adventure saving the world san francisco uss enterprise-a time travel whale marine biologist vulcan space opera Paramount Pictures 6.9
1246,Rocky Balboa,Drama philadelphia transporter fight love of one's life publicity boxer grave tombstone tv station boxing match comeback training restaurant owner world champion challenger virtual fight defeat victory cancer over-the-hill fighter Columbia Pictures Revolution Studios Rogue Marble Metro-Goldwyn-Mayer (MGM) 6.5
4233,Scream 2,Horror Mystery film festivals slaughter slasher Miramax Films Konrad Pictures Maven Entertainment Dimension Films 6.1
174751,Jane Got a Gun,Action Drama Western Handsomecharlie Films Unanimous Pictures Straight Up Films 1821 Pictures Scott Pictures 5.4
184098,Think Like a Man Too,Comedy Romance Will Packer Productions 6.4
2069,The Whole Nine Yards,Comedy Crime bounty gangster boss montreal gangster dentist hoodlum Franchise Pictures Warner Bros. Morgan Creek Productions Nine Yards Productions Rational Packaging Company Lansdown Films 6.2
1788,Footloose,Drama Family Music Romance dancing dancer dance music dance teacher Paramount Pictures IndieProd Company Productions 6.4
11635,Old School,Comedy sex doll streaking mouth to mouth resuscitation DreamWorks SKG The Montecito Picture Company 6.6
177,The Fisher King,Comedy Drama holy grail homeless person loss of lover mental disease sense of guilt suppressed past yuppie cynic fantasy self-discovery housebreaking forgiveness gun rampage talk show legend unsociability person running amok TriStar Pictures 7.2
3600,I Still Know What You Did Last Summer,Horror Mystery Thriller competition island radio bahamas college knife fisherman vacation revenge murder marijuana resort blood slasher storm hook killer Columbia Pictures Mandalay Entertainment Summer Knowledge LLC 5.1
2621,Return to Me,Romance Comedy Drama transplantation love of one's life veterinarian woman director Metro-Goldwyn-Mayer (MGM) JLT Productions 6.1
10358,Zack and Miri Make a Porno,Comedy pornography love of one's life platonic love pornographic video best friend sex comedy best friends in love aftercreditsstinger duringcreditsstinger Blue Askew View Askew Productions 6.1
10480,Nurse Betty,Comedy Crime Thriller independent film native american violence soap opera used car dealer nurse uniform female bartender tv production heart specialist formosa cafe hollywood tv writer murderer duo Gramercy Pictures USA Films Intermedia 5.9
10313,The Men Who Stare at Goats,Comedy War vietnam veteran kuwait new age staring contest drug use paranoid fantasy hippie lifestyle BBC Films Smoke House Ruby Films 5.9
18828,Double Take,Adventure Drama Action Comedy Romance mexico cia fbi train Touchstone Pictures 5.5
3558,"Girl, Interrupted",Drama based on novel suicide attempt puberty biography borderline personality disorder Columbia Pictures Corporation 3 Arts Entertainment Global Entertainment Productions GmbH & Company Medien KG Red Wagon Entertainment 7.6
13476,Win a Date with Tad Hamilton!,Comedy Romance celebrity romantic comedy male female relationship movie star DreamWorks SKG 5.5
10208,Muppets from Space,"Fantasy Comedy Science Fiction Family puppet the muppets Columbia Pictures Jim Henson Company, The 5.8"
24961,The Wiz,Adventure Family Fantasy Music melancholy little dog based on stage musical based on film wizard Universal Pictures Motown Productions 5.9
20697,Ready to Rumble,Action Comedy Drama wrestling sport Bel Air Entertainment Warner Bros. 4.7
20761,Play It to the Bone,Comedy Drama sport Touchstone Pictures 5.7
70868,I Don't Know How She Does It,Romance Comedy pregnancy family vacation widower working mum in-laws The Weinstein Company 5.0
43593,Piranha 3D,Comedy Horror yacht movie in movie scuba diving piranha spring break man eaten by monster 3d The Weinstein Company Atmosphere Entertainment MM Chako Film Company Dimension Films Intellectual Properties Worldwide Aja / Levasseur Productions 5.3
6478,Beyond the Sea,Drama Music musical perfectionist rowboat courtship Lionsgate 6.5
40688,Meet the Deedles,Animation Comedy Family Walt Disney Pictures 4.1
26672,The Thief and the Cobbler,Adventure Fantasy Animation Science Fiction Family prophecy witch princess battle desert troubled production unfinished film Miramax Films Allied Filmmakers Richard Williams Productions 6.8
45881,The Bridge of San Luis Rey,Romance Drama based on novel bridge peru period drama 18th century woman director collapse 5.4
41283,Faster,Crime Drama Action Thriller Castle Rock Entertainment TriStar Pictures State Street Pictures CBS Films 6.1
4935,Howl's Moving Castle,Fantasy Animation Adventure flying witch rain castle scarecrow body exchange hatter bakery demon anime Studio Ghibli Buena Vista Home Entertainment Mitsubishi d-rights Tohokushinsha Film Corporation 8.2
19908,Zombieland,Comedy Horror washington d.c. sister sister relationship post-apocalyptic road trip blood splatter parody survival zombie violence survival horror amusement park twinkie body count zombification disposing of a dead body bitten on the arm loner aftercreditsstinger zombie apocalypse fear of clowns Columbia Pictures Relativity Media Pariah 7.2
10663,The Waterboy,Comedy sport social outcast ridicule lawn mower deserted by husband low self esteem black and white to color Touchstone Pictures 5.9
1891,The Empire Strikes Back,Adventure Action Science Fiction rebel android asteroid space battle snow storm space colony spaceship lightsaber jedi good vs evil rebellion the force space opera stormtrooper wookie jedi master jedi training droid Lucasfilm Twentieth Century Fox Film Corporation 8.2
9737,Bad Boys,Action Comedy Crime Thriller miami detective handcuffs airport mexican standoff strip club witness protection car crash internal affairs gunfight explosion brutality foot chase car chase drug lord hangar loose cannon bust reference to skittles black cop badge action hero corrupt cop Columbia Pictures Don Simpson/Jerry Bruckheimer Films 6.5
37137,The Naked Gun 2½: The Smell of Fear,Comedy Crime washington d.c. usa president spoof the white house Paramount Pictures 6.6
9532,Final Destination,Horror omen airplane accident corpse death near-death experience New Line Cinema Zide-Perry Productions Hard Eight Pictures 6.4
10316,The Ides of March,Drama ohio politics dirty tricks presidential campaign endorsement campaign speech presidential debate Appian Way Crystal City Entertainment Cross Creek Pictures Exclusive Media Group Smokehouse Pictures 6.5
2787,Pitch Black,Thriller Science Fiction Action darkness dystopia comet alien life-form survival eclipse flask corps Interscope Communications 6.7
12658,Someone Like You...,Comedy Romance feminism cohabitant tv show man-woman relation man between two women Fox 2000 Pictures Lynda Obst Productions 6.0
152601,Her,Romance Science Fiction Drama artificial intelligence computer love loneliness transhumanism heartbreak near future singularity bittersweet Warner Bros. Annapurna Pictures 7.9
10866,Joy Ride,Mystery Thriller Drama colorado friendship stalker pokies truck driver cb radio strange Regency Enterprises Epsilon Motion Pictures LivePlanet New Regency Pictures Bad Robot 6.3
227707,The Adventurer: The Curse of the Midas Box,"Fantasy Adventure Family london england based on novel key adventure supernatural steampunk Matador Pictures Arcadia Motion Pictures uFilm Afrodita Audiovisual, A.I.E. Le Tax Shelter du Gouvernement Fédéral de Belgique Telefónica Producciones Umedia Entertainment Motion Pictures Cinema One Nix Films International Pictures Two Cronos Entertainment AIE 5.1"
21349,Anywhere But Here,Drama Comedy Romance dream Twentieth Century Fox Film Corporation Fox 2000 Pictures 5.9
19150,The Crew,Action Comedy Touchstone Pictures 6.4
70435,Haywire,Action Thriller mercenary secret agent rescue foot chase spanish Irish Film Board Relativity Media 5.6
580,Jaws: The Revenge,Adventure Thriller shark attack bahamas dying and death aggression by animal sequel revenge underwater shark great white shark animal attack caribbean christmas banana boat Universal Pictures 3.5
9819,Marvin's Room,Drama sister sister relationship sister leukemia reunion cancer bone marrow transplant Miramax Films Scott Rudin Productions Tribeca Productions 6.6
13579,The Longshots,Drama Family Cube Vision 6.5
20024,The End of the Affair,Drama bomb sex jealousy infidelity obsession world war ii passion romance cheating wife church Columbia Pictures Corporation 6.6
2453,Harley Davidson and the Marlboro Man,Action Thriller corruption harley davidson drug dealer los angeles las vegas Metro-Goldwyn-Mayer (MGM) Krisjair Laredo 6.1
6973,In the Valley of Elah,History Drama Thriller Crime Mystery father son relationship detective war crimes patriotism homicide investigation iraq military service police cover-up disappearance murder investigation Summit Entertainment Blackfriars Bridge Films NALA Films Samuels Media Warner Independent Pictures (WIP) 6.6
11156,Coco Before Chanel,Drama History fashion designer woman director France 2 Cinéma Haut et Court SCOPE Invest Ciné@ Canal+ Warner Bros. CinéCinéma Scope Pictures Soficapital France 2 (FR2) Le Tax Shelter du Gouvernement Fédéral de Belgique Cofinova 5 Films Distribution Banque Populaire Images 9 6.6
354110,Forsaken,Western Drama Minds Eye Entertainment Panacea Entertainment Moving Pictures Media 5.8
22215,Cheri,Drama Comedy Romance Pathé Renn Productions UK Film Council Aramid Entertainment Fund Canal+ Bill Kenwright Films Pathe Deutsche Filmförderfonds (DFFF) Région Ile-de-France France 3 Cinema Centre National de la Cinématographie (CNC) National Lottery through UK Film Council Filmstiftung Nordrhein-Westfalen Cine Productions MMC Studios Tiggy Films Banque Populaire Images 9 Cheri Productions Erste MMC-Production 5.9
11632,Vanity Fair,Drama Romance london england british empire lover advancement aristocrat woman director Alliance Films Focus Features 5.5
30596,Bodyguards and Assassins,Drama Action History assassination martial arts sword blood splatter impalement beaten to death hong kong head bashed in extreme violence violent death hook bloody fight throat slitting violence China Film Group Corporation 6.5
3021,1408,Horror Thriller suicide new york hotel fire hotel room wife husband relationship suicide attempt window door haunted house research ghost world painting telephone loss of daughter blood The Weinstein Company Di Bonaventura Pictures Dimension Films 6.5
957,Spaceballs,Comedy Science Fiction android lasergun swordplay temple space marine space battle space travel space mission galaxy comb altar magnet beam jam speed of light plastic surgery password shield nose spoof Brooksfilms Ltd. Metro-Goldwyn-Mayer (MGM) 6.7
256917,The Water Diviner,War Drama istanbul australia post world war i farmer missing in action missing son gallipoli campaign inspired by true events Hopscotch Features Fear of God Films 6.8
251,Ghost,Fantasy Drama Thriller Mystery Romance corruption fortune teller money transfer money laundering pottery afterlife spiritism Paramount Pictures 6.9
544,There's Something About Mary,Romance Comedy surgeon stalker romantic comedy dream girl taboo screwball comedy frisbee troubadour gross out comedy intellectual disability Twentieth Century Fox Film Corporation 6.5
11395,The Santa Clause,Fantasy Drama Comedy Family holiday christmas party santa claus deal christmas tree christmas Walt Disney Pictures Hollywood Pictures 6.3
14635,The Rookie,Drama Family father son relationship baseball sports team sport life's dream growing up Walt Disney Pictures Gran Via Productions 98 MPH Productions 6.5
13680,The Game Plan,Comedy Family american football bachelor sports team sport aerobics tween girl publicist Walt Disney Pictures Mayhem Pictures Monkey Dance Productions 6.0
688,The Bridges of Madison County,Drama Romance farewell adultery love at first sight photographer wife husband relationship iowa love of one's life mother role bridge housewife love letter peasant marriage crisis photography unsociability secret love nature documentary Amblin Entertainment Malpaso Productions Warner Bros. 7.3
11090,The Animal,Action Comedy dream employee car crash scientist police officer organ donation aftercreditsstinger virility Revolution Studios Happy Madison Productions 4.6
783,Gandhi,Drama History muslim indian lead demonstration world war ii imprisonment release from prison south africa bravery hunger strike colony morning prayer hindu independence british army political negotiations conference nonviolent resistance apartheid british empire protest independence movement bombay india strike freedom prayer world religion hinduism mahatma gandhi calcutta Columbia Pictures Goldcrest Films International Indo-British International Film Investors National Film Development Corporation of India Carolina Bank 7.4
228194,The Hundred-Foot Journey,Drama france based on novel indian lead restaurant family Amblin Entertainment Harpo Films Participant Media Imagenation Abu Dhabi FZ Reliance Entertainment Touchstone Pictures DreamWorks Studios 7.3
1642,The Net,Crime Drama Mystery Thriller Action cheating new identity computer virus chase computer stalking Columbia Pictures 5.6
10950,I Am Sam,Drama foster parents pro bono new baby social services learning coffee shop manager pizza hut children's book locked door mentally handicapped man child custody woman director New Line Cinema 7.2
235260,Son of God,Drama biography resurrection Hearst Entertainment Productions LightWorkers Media 5.9
277,Underworld,Fantasy Action Thriller budapest subway love of one's life vampire bite descendant hostility shootout werewolf blunt fang vamp Lakeshore Entertainment Laurinfilm Subterranean Productions LLC Subterranean Productions UK Ltd. Underworld Produktions GmbH 6.6
8999,Derailed,Drama Thriller prison chicago rape based on novel hotel room wife husband relationship anonymous letter blackmail family's daily life letter business man relationship problems man between two women revenge deception beating violence wallet extramarital affair embezzlement advertising executive flashback abortion commuter train Miramax Films Di Bonaventura Pictures Patalex V Productions Limited 6.1
11323,The Informant!,Drama Comedy Crime agriculture company witness to murder Section Eight Groundswell Productions Warner Bros. Participant Media Jaffe / Braunstein Enterprise 6.0
10445,Shadowlands,Drama Romance bachelor stroke of fate brother oxford author falling in love Shadowlands Productions Savoy Pictures 6.8
11453,Deuce Bigalow: European Gigolo,Comedy painter amsterdam dolphin europe pimp fetish gigolo wig snorkel whistle Columbia Pictures Corporation Out of the Blue... Entertainment Happy Madison Productions 4.7
146239,Delivery Man,Comedy remake sperm donor DreamWorks SKG Touchstone Pictures 6.2
205588,Our Kind of Traitor,Thriller based on novel woman director StudioCanal Film4 Anton Capital Entertainment (ACE) The Ink Factory Potboiler Productions Amazon Prime Instant Video 6.0
10878,Saving Silverman,Comedy Crime Romance female nudity harassment male friendship dark comedy director cameo duringcreditsstinger Village Roadshow Pictures NPV Entertainment Columbia Pictures Corporation 5.4
82650,Diary of a Wimpy Kid: Dog Days,Comedy Family best friend sweet sixteen duringcreditsstinger Fox 2000 Pictures 6.0
10279,Summer of Sam,Thriller Drama Crime Romance distrust intolerance punk rock italian american summer bigotry bronx 40 Acres & A Mule Filmworks Touchstone Pictures 6.3
2294,Jay and Silent Bob Strike Back,Comedy film making jay and silent bob self mocking character is subject of comic reference to prince valiant indiana jones spoof scene monkey actor view askew gigantic hand animal experimentation Dimension Films View Askew Productions Miramax 6.4
2176,The Glass House,Drama Thriller california brother sister relationship loss of parents suspense psychological thriller orphan car accident Original Film 5.4
270487,"Hail, Caesar!",Comedy Drama Mystery journalist cat ransom kidnapping ancient rome movie in movie hollywood period drama Universal Pictures Mike Zoss Productions Working Title Films 5.7
